y,x0,x1,x2,x3,x4,x5,x6,x7
2.935,2530.0,1.0,A0,3.0,1520,,23,-1
3.47,2310.0,2.0,A0,3.0,2310,,3,-1
6.59,2145.0,1.5,A0,5.0,2145,1140.0,105,-1
1.6,1500.0,1.5,A0,5.0,1500,,49,-1
1.5,1390.0,1.0,A0,4.0,1390,,39,-1
2.55,1620.0,1.0,A0,4.0,1280,,65,-1
4.995,1430.0,1.5,A0,4.0,1430,,85,-1
0.6,1220.0,1.0,A0,4.0,1220,,101,-1
1.2495,2270.0,1.5,A0,,1300,,67,-1
2.545,2120.0,1.0,A0,5.0,1360,2330.0,36,-1
9.55,2830.0,2.0,A0,3.0,1910,2740.0,103,3
1.11,1460.0,1.0,A0,3.0,1040,,38,-1
15.8,3530.0,2.0,A0,3.0,2860,2840.0,75,-1
5.5,1680.0,1.0,A0,4.0,1680,2400.0,49,-1
3.55,1560.0,1.5,A0,,1260,,88,-1
2.45,1510.0,1.5,A0,3.0,1510,,39,-1
3.9,1810.0,2.0,A0,4.0,1810,,54,-1
3.05,1440.0,1.0,A0,3.0,850,,7,-1
4.35,1990.0,1.0,A0,5.0,1990,,44,-1
8.5399,3570.0,2.0,A0,3.0,3570,,1,-1
4.0,2320.0,2.0,A0,3.0,2320,,9,-1
1.49,2300.0,2.0,A0,4.0,2300,,39,-1
6.0,2570.0,2.0,A0,3.0,2570,,28,-1
7.05,3020.0,1.0,A0,4.0,1730,,39,-1
1.98,1540.0,2.0,A0,4.0,1540,,37,-1
8.95,3510.0,2.0,A0,4.0,3510,,39,-1
3.14,1340.0,1.0,A0,3.0,1340,1350.0,8,-1
2.75,2530.0,2.0,A0,3.0,2530,,17,-1
1.3,1740.0,1.0,A0,3.0,580,,100,-1
4.25,1960.0,2.0,A0,,1960,,31,-1
1.1,1500.0,1.0,A0,3.0,1500,,47,-1
4.27,1570.0,1.5,A0,3.0,1570,,84,-1
6.9995,3410.0,2.0,A0,,3410,,11,-1
6.7495,2910.0,1.0,A0,3.0,2210,,58,20
3.85,2200.0,1.0,A0,3.0,1500,,36,-1
6.75,2630.0,2.0,A0,,2630,,12,-1
5.38,1550.0,1.5,A0,,1550,,106,-1
5.05,2110.0,1.0,A0,4.0,1420,,38,-1
3.14517,2640.0,2.0,A0,3.0,2640,,1,-1
4.365,1360.0,1.5,A0,3.0,1360,1710.0,98,-1
2.8,1870.0,2.0,A0,3.0,1870,,59,36
4.5,1170.0,1.0,A0,4.0,1170,,55,-1
2.9,1570.0,1.0,A0,3.0,800,1340.0,43,-1
1.85,1530.0,2.0,A0,3.0,1530,,5,-1
22.25,4250.0,2.0,A0,3.0,4250,,11,-1
1.65,1070.0,1.0,A0,4.0,1070,,31,-1
7.0,4100.0,2.0,A0,3.0,2500,,34,-1
3.52,1200.0,1.0,A0,3.0,1200,,53,-1
6.0,1920.0,1.0,A0,5.0,960,,91,-1
7.775,2630.0,1.0,A0,4.0,1580,,48,-1
6.9765,2660.0,1.0,A0,3.0,2660,,60,1
3.025,1350.0,3.0,A0,3.0,1270,1350.0,9,-1
2.19,850.0,1.0,A0,4.0,850,,65,-1
3.05,2150.0,1.0,A0,3.0,1090,,52,-1
1.35,860.0,1.0,A0,4.0,860,1300.0,72,-1
3.0,1830.0,2.0,A0,3.0,1830,,25,-1
6.5,3580.0,1.5,A0,,3580,,25,-1
3.48,1880.0,1.0,A0,3.0,1010,,39,-1
7.91059,3130.0,2.0,A0,,2570,,1,-1
4.449,1820.0,1.0,A0,4.0,1820,,48,-1
11.2,2350.0,2.0,A0,3.0,1560,,14,-1
2.8095,1960.0,1.0,A0,3.0,1220,1910.0,60,-1
5.24,1550.0,1.0,A0,3.0,1550,,85,36
4.93,1930.0,1.0,A0,3.0,1300,,35,-1
2.32,770.0,1.0,A0,3.0,670,,73,-1
7.9,2090.0,2.0,A0,3.0,1610,,68,2
3.6,901.0,3.0,A0,3.0,901,,14,-1
5.0,3120.0,2.0,A0,3.0,3120,2980.0,5,-1
3.551,1400.0,2.0,A0,3.0,940,,6,-1
3.61,1240.0,1.5,A0,3.0,1240,,90,-1
7.95,3410.0,2.0,A0,4.0,3410,,33,-1
7.4,2270.0,1.0,A0,4.0,2270,2880.0,47,-1
2.434,1820.0,2.0,A0,3.0,1820,,21,-1
3.55,1210.0,1.0,A0,3.0,1210,,74,-1
4.03,2780.0,2.0,A0,3.0,2780,,26,-1
14.35,4390.0,2.0,A0,3.0,4390,2160.0,8,-1
5.13,1910.0,1.0,A0,4.0,1270,,64,-1
14.25,3520.0,2.0,A0,3.0,2400,,7,-1
1.45,1720.0,1.0,A0,4.0,1140,,34,-1
3.65,1120.0,2.0,A0,3.0,1120,,45,17
4.142,1850.0,1.5,A0,5.0,1850,,50,-1
3.44995,1830.0,1.0,A0,4.0,1330,,47,-1
2.25,1940.0,1.0,A0,3.0,1940,1380.0,58,-1
3.4995,2760.0,2.0,A0,3.0,2760,,14,-1
5.415,2080.0,1.0,A0,5.0,1040,,61,-1
10.35,3090.0,1.0,A0,3.0,1800,,59,-1
2.93,3160.0,1.0,A0,5.0,2410,,73,-1
4.85,2070.0,1.5,A0,3.0,2070,,60,2
1.25,2210.0,2.0,A0,3.0,1730,,27,-1
3.27101,1020.0,2.0,A0,3.0,1020,,6,-1
5.05,1460.0,1.5,A0,3.0,1460,,103,-1
1.24,1140.0,1.0,A0,,990,2320.0,83,-1
2.45,1450.0,2.0,A0,3.0,1180,,2,-1
2.75,2320.0,1.0,A0,3.0,1510,,52,-1
5.06,2600.0,2.0,A0,,2600,,11,-1
5.05,2040.0,1.0,A0,3.0,2040,,35,-1
7.953,2350.0,1.5,A0,4.0,1690,,105,-1
5.22157,2690.0,1.0,A0,4.0,2690,1840.0,55,-1
12.5,6400.0,1.0,A0,4.0,3810,,49,-1
8.4,2910.0,3.0,A0,3.0,2910,,5,-1
2.49,820.0,1.0,A0,,820,1410.0,74,-1
3.85,1610.0,2.0,A0,3.0,1080,,10,-1
1.97,1810.0,1.0,A0,,1200,,35,-1
4.79,1670.0,1.0,A0,3.0,1670,,11,-1
3.03,1990.0,1.0,A0,4.0,1990,,39,-1
1.75,1900.0,1.0,A0,5.0,950,,49,-1
5.9,2800.0,1.0,A0,,1400,,52,-1
2.65,1460.0,1.0,,3.0,1460,,58,1
2.499,2010.0,2.0,A0,4.0,2010,1660.0,27,-1
4.75,1070.0,1.0,A0,4.0,1070,,98,-1
0.94,1470.0,2.0,A0,4.0,1470,,99,-1
3.89,1630.0,1.0,A0,,850,,103,-1
4.15,1770.0,1.0,A0,3.0,1270,,53,-1
3.97,2030.0,1.0,A0,,1110,,52,-1
5.75,1840.0,1.0,A0,4.0,1140,1670.0,101,-1
3.65,1530.0,1.0,A0,4.0,1530,1530.0,31,-1
12.1,3240.0,1.0,A0,3.0,2260,3490.0,69,-1
3.2,2910.0,2.0,A0,3.0,2910,,13,-1
5.1495,3190.0,2.0,A0,3.0,3190,,9,-1
6.25,2230.0,2.0,A0,3.0,2230,,1,-1
10.55,2660.0,2.0,A0,3.0,2660,,16,-1
3.1,1690.0,1.0,A0,4.0,870,1320.0,31,-1
4.718,2170.0,1.0,A0,3.0,1420,,40,-1
1.67,1260.0,1.0,A0,,1260,,29,-1
1.4,1960.0,1.0,A0,5.0,980,,84,-1
2.9295,2290.0,1.0,A0,4.0,1250,,65,-1
5.45,2210.0,1.0,A0,4.0,1710,2070.0,48,-1
8.67,3160.0,2.0,A0,3.0,2310,,76,-1
2.07,1260.0,2.0,A0,3.0,1020,,8,-1
11.2,3960.0,2.0,A0,3.0,2850,,9,-1
3.7995,2413.0,2.0,A0,,2413,,1,-1
1.8,1110.0,1.0,A0,5.0,1110,,51,-1
4.05,1350.0,1.0,A0,3.0,1350,,11,-1
1.775,1780.0,1.0,A0,4.0,1250,,41,-1
2.02,1140.0,1.0,A0,,1140,1150.0,59,-1
11.45,2640.0,1.0,A0,3.0,2640,,20,-1
6.29,2510.0,1.0,A0,5.0,2050,2200.0,39,-1
5.81,1440.0,1.5,A0,4.0,1290,,86,-1
1.9,2920.0,1.5,A0,,1800,,104,-1
7.68,3130.0,2.0,A0,3.0,3130,,24,-1
3.75,2500.0,1.0,A0,4.0,1590,2360.0,37,-1
4.675,2330.0,2.0,A0,4.0,2330,,37,-1
3.315,1780.0,1.0,A0,,1780,,23,-1
3.56,1500.0,1.0,A0,4.0,1500,,62,-1
4.238,1350.0,1.0,A0,3.0,1350,,7,-1
7.37,2040.0,2.0,A0,3.0,2040,,17,-1
10.74,5940.0,2.0,A0,,4950,,11,-1
2.22,1430.0,3.0,A0,3.0,1430,1430.0,16,-1
2.8495,2540.0,2.0,A0,3.0,2540,,24,-1
7.63,2930.0,2.0,A0,3.0,2930,,43,15
2.5,1350.0,1.0,A0,3.0,1350,1350.0,29,-1
3.45,2290.0,2.0,A0,3.0,2290,,35,-1
4.0,2400.0,2.0,A0,4.0,1600,,50,-1
2.699,2150.0,1.0,A0,5.0,1240,,39,-1
1.469,780.0,1.0,A0,,780,,76,-1
3.565,1370.0,1.0,A0,3.0,1370,,10,-1
8.5,2910.0,1.0,A0,4.0,1910,,48,-1
3.42,2090.0,1.0,A0,3.0,1060,,108,-1
2.2495,1460.0,1.0,A0,3.0,1460,,32,-1
3.3,1640.0,1.0,A0,3.0,1640,,67,-1
5.775,3130.0,2.0,A0,3.0,3130,1850.0,37,-1
2.02,1610.0,1.0,A0,4.0,1110,,47,-1
2.58,1250.0,1.0,A0,4.0,1250,1350.0,61,-1
1.75,1560.0,2.0,A0,3.0,1560,,18,-1
5.1,1110.0,1.0,A0,3.0,1010,1410.0,64,-1
3.55,2030.0,2.0,A0,3.0,2030,,12,-1
11.22,3940.0,2.0,A0,4.0,2620,,94,-1
4.54,2380.0,1.0,A0,4.0,1580,,39,-1
3.15,1140.0,1.5,A0,3.0,1140,,57,-1
1.819,1720.0,2.0,A0,,1720,,23,-1
4.55,3020.0,2.0,A0,3.0,3020,,13,-1
1.67,1690.0,1.0,A0,3.0,1250,,30,-1
5.49,2710.0,1.0,A0,,1440,,54,-1
1.7,1700.0,1.0,A0,3.0,1700,,19,-1
6.24,3200.0,2.0,A0,3.0,3200,2550.0,8,-1
2.7,2382.0,2.0,A0,3.0,2382,2382.0,4,-1
7.15,1290.0,1.5,A0,,1290,,85,-1
2.52,1900.0,1.0,A0,,1290,1950.0,67,-1
4.2499,2620.0,2.0,A0,3.0,2620,,3,-1
2.845,2140.0,2.0,A0,3.0,2140,1920.0,22,-1
2.75,1250.0,1.0,A0,4.0,1250,,46,-1
3.99905,1340.0,1.0,A0,5.0,1340,,56,-1
3.08962,2700.0,2.0,A0,3.0,2700,,14,-1
5.6,2240.0,1.0,A0,5.0,1120,,60,-1
1.4,970.0,1.0,A0,4.0,970,,45,-1
5.7,3160.0,2.0,A0,3.0,3160,,32,-1
12.5,3200.0,1.0,A0,3.0,1600,,50,-1
11.9,2240.0,1.5,A0,4.0,1910,2970.0,74,-1
1.95,1830.0,1.5,A0,3.0,1830,,64,-1
29.25,5370.0,2.0,A0,3.0,3850,,97,7
5.685,1650.0,2.0,A0,3.0,1650,,70,29
5.65,2460.0,1.0,A0,4.0,1560,,50,-1
3.75,3236.0,2.0,A0,3.0,3236,,10,-1
7.72,2550.0,2.5,A0,4.0,2550,,110,-1
4.7495,2720.0,1.0,A0,3.0,1510,,46,-1
2.53,3380.0,2.0,A0,,2420,,25,-1
3.8,1980.0,2.0,A0,3.0,1980,2060.0,22,-1
1.57,840.0,1.0,A0,,840,,45,1
4.95,1490.0,1.5,A0,3.0,1490,,97,-1
4.77,1380.0,3.0,A0,3.0,1380,,9,-1
5.6,2260.0,2.0,A0,3.0,2260,,23,-1
3.15,1240.0,1.0,A0,5.0,1240,,67,-1
4.3495,2210.0,2.0,A0,3.0,2210,,20,-1
3.849,2340.0,1.5,A0,3.0,1510,,37,-1
4.05,1490.0,1.5,A0,,1490,,89,-1
4.95,2340.0,1.0,A0,5.0,1170,,91,-1
2.25,2093.0,1.5,A0,5.0,2093,,52,-1
6.5,1950.0,1.0,,5.0,1010,,96,-1
2.1495,2099.0,2.0,A0,3.0,2099,2099.0,5,-1
4.6,1040.0,1.0,A0,3.0,1040,,64,-1
1.37,1020.0,2.0,A0,,1020,,11,-1
7.5495,3430.0,2.0,A0,3.0,3430,3190.0,23,-1
3.528,1340.0,1.0,A0,3.0,1340,,30,-1
1.55,1910.0,1.0,,4.0,1110,1150.0,64,-1
6.55,2040.0,1.0,A0,4.0,1340,,63,-1
3.0,1430.0,1.5,A0,3.0,1430,,67,-1
3.51,1550.0,2.0,A0,4.0,1550,,28,-1
4.75,3148.0,2.0,A0,3.0,3148,3000.0,1,-1
4.75,1810.0,1.0,A0,3.0,1010,1810.0,93,-1
6.01,2240.0,2.0,A0,3.0,2240,1460.0,20,-1
1.2,1320.0,1.0,A0,3.0,1320,,87,43
4.8,2240.0,1.0,A0,3.0,2240,,47,-1
6.9,3230.0,2.0,A0,3.0,3230,3220.0,11,-1
8.5125,2390.0,1.0,A0,4.0,2390,,51,-1
2.3215,1480.0,1.0,A0,4.0,1480,,56,-1
1.85,980.0,2.0,A0,3.0,840,,14,-1
3.65,2120.0,1.0,A0,4.0,1220,,66,-1
6.15,1970.0,2.5,A0,3.0,1970,,106,-1
8.9,3920.0,2.0,A0,,3920,,27,-1
1.92,1760.0,2.0,A0,4.0,1760,,29,-1
3.0,2000.0,1.0,A0,3.0,1520,,50,-1
5.24,2460.0,1.0,A0,4.0,1330,,39,-1
2.5,1670.0,1.0,A0,3.0,1670,,39,-1
4.44,2570.0,1.0,A0,3.0,1470,,65,23
4.97,2340.0,2.0,A0,3.0,2340,,42,-1
8.65,3270.0,2.0,A0,,3270,,20,-1
2.75,1640.0,2.0,A0,4.0,1640,,30,-1
2.65,1060.0,1.0,A1,5.0,560,,68,-1
10.9966,4310.0,2.0,A0,3.0,3260,,2,-1
6.5,3360.0,2.0,A0,3.0,2640,1930.0,52,16
4.67525,2650.0,2.0,A0,3.0,2650,2650.0,1,-1
1.61,1560.0,1.0,A0,3.0,1560,,40,-1
3.5,2110.0,2.0,A0,3.0,1870,,68,32
3.525,1900.0,1.5,A0,4.0,1300,2080.0,44,-1
1.38,1200.0,1.5,A0,,1200,,38,-1
4.54,3070.0,2.0,A0,3.0,3070,,20,-1
4.4925,1710.0,2.0,A0,3.0,1710,,16,-1
2.77,2980.0,1.0,A0,,1710,,47,-1
6.855,2310.0,2.0,A0,4.0,2310,,38,-1
8.5,2190.0,2.5,A0,5.0,2190,,57,-1
1.875,2259.0,1.5,A0,5.0,1491,,107,-1
8.5,4050.0,1.0,A0,4.0,2230,,27,-1
3.27,2000.0,2.0,A0,5.0,1650,2000.0,89,-1
5.635,1980.0,2.0,A0,3.0,1980,2310.0,11,-1
6.23,1090.0,1.0,A0,4.0,1090,,57,-1
8.5,3280.0,1.0,A0,,2040,3150.0,36,-1
3.6,1970.0,1.0,A0,3.0,1450,1300.0,29,-1
3.675,1840.0,1.0,A0,4.0,1390,,42,-1
2.18467,1590.0,3.0,A0,3.0,1590,,7,-1
5.54,1760.0,1.0,A0,,960,,95,-1
9.03,2620.0,1.5,A0,4.0,1720,,89,-1
7.16,2344.0,1.5,A0,4.0,1544,,94,-1
1.75,670.0,1.0,A0,3.0,670,,72,-1
4.64,2590.0,1.0,A0,3.0,1510,,42,-1
7.85,2370.0,3.0,A0,4.0,2370,2590.0,33,-1
7.25,2370.0,2.0,A0,3.0,1610,,89,1
4.05,3480.0,2.0,A0,,2890,,11,-1
3.4,2000.0,1.5,A0,4.0,2000,,56,-1
2.05,1370.0,2.0,A0,3.0,1370,,22,-1
5.43,2530.0,1.0,A0,4.0,1210,1720.0,57,-1
4.435,1590.0,3.0,A0,,1590,,5,-1
3.15,962.0,2.0,A0,3.0,962,,3,-1
2.33,1960.0,2.0,A0,3.0,1960,1870.0,17,-1
6.65,3350.0,2.0,A0,3.0,3350,3350.0,11,-1
2.85,1930.0,2.0,A0,3.0,1930,,19,-1
1.97,2115.0,2.0,A0,,2115,,17,-1
7.65,2360.0,1.0,A0,3.0,1630,,42,-1
5.3,3200.0,1.5,,,2100,,50,-1
2.35,520.0,1.0,A0,4.0,520,980.0,68,-1
1.84,1320.0,1.0,A0,4.0,1320,1370.0,58,-1
2.42,2020.0,1.5,A0,3.0,1180,1400.0,89,-1
3.15,1910.0,1.0,A0,3.0,1410,,37,-1
13.2,4010.0,2.0,A0,5.0,2850,,44,-1
1.415,1170.0,1.0,A0,4.0,1170,1280.0,97,-1
3.84,2640.0,2.0,A0,3.0,2640,2640.0,14,-1
3.35,1410.0,1.0,A0,4.0,910,1130.0,59,-1
5.02,1620.0,1.0,A0,3.0,1040,,91,4
1.54,1370.0,1.0,A0,3.0,1370,,73,-1
2.17,1984.0,2.0,A0,3.0,1984,2095.0,3,-1
2.7345,1950.0,2.0,A0,3.0,1950,,21,-1
5.1,3140.0,1.0,A0,3.0,2320,,64,32
8.7495,4120.0,2.0,A0,3.0,4120,,3,-1
2.0,2030.0,2.0,A0,3.0,2030,,71,-1
1.199,810.0,1.0,A0,4.0,810,,92,-1
5.92,3320.0,1.5,A0,4.0,2260,,82,33
6.24,3340.0,2.0,A0,3.0,3340,,13,-1
5.89,2510.0,1.0,A0,5.0,1630,2390.0,37,-1
3.8,3080.0,2.0,A0,3.0,2310,,12,-1
3.6,2210.0,1.0,A0,3.0,1630,,37,-1
4.575,3140.0,1.0,A0,3.0,1760,,31,-1
1.3,1230.0,1.0,A0,3.0,1230,,50,-1
4.0,2870.0,1.0,A0,3.0,1520,1380.0,54,-1
5.35,2100.0,1.0,A0,5.0,1250,,35,-1
3.95,1730.0,1.0,A0,3.0,1730,,18,-1
4.75,2810.0,2.0,A0,3.0,2810,,23,-1
2.4,1410.0,1.0,A0,3.0,1410,,35,-1
4.435,2120.0,1.5,A0,3.0,1420,,30,-1
5.0495,1810.0,3.0,A0,3.0,1810,,1,-1
3.29763,1690.0,2.0,A0,3.0,1150,1690.0,1,-1
3.4,1550.0,1.0,A0,3.0,830,,62,-1
5.149,3160.0,2.0,A0,3.0,3160,,22,-1
1.494,1070.0,1.0,A0,3.0,1070,,21,-1
3.0,1770.0,1.0,A0,,1770,,57,-1
1.81,1290.0,1.0,A0,3.0,790,,67,-1
14.9,5370.0,2.0,A0,3.0,5370,,13,-1
7.1,3070.0,2.0,A0,3.0,2190,,6,-1
4.615,1720.0,2.0,A0,3.0,1470,,15,-1
3.89,3400.0,1.0,A0,4.0,1700,1890.0,56,-1
3.8,830.0,1.0,A0,4.0,830,1420.0,68,-1
3.2,1470.0,1.0,A0,4.0,1470,,53,-1
4.011,1850.0,2.0,A0,3.0,1600,,10,-1
5.9,2720.0,2.0,A0,3.0,2720,,28,-1
2.01,870.0,1.0,A0,3.0,820,,11,-1
2.95,1250.0,1.0,A0,3.0,940,,77,-1
5.25,3580.0,1.5,A0,4.0,2140,,78,-1
2.05,2080.0,1.0,A0,3.0,1040,2080.0,45,-1
3.7,2790.0,2.0,A0,3.0,2480,,11,-1
3.72,1520.0,2.0,A0,,1520,,31,-1
2.049,1360.0,1.0,A0,3.0,1360,,58,26
3.75,1540.0,1.0,A0,4.0,1540,,47,-1
8.45,3470.0,2.0,A0,3.0,3470,,22,-1
1.31,1280.0,2.0,A0,3.0,1280,,10,-1
2.55,980.0,1.0,A0,3.0,980,1220.0,62,-1
1.79,2080.0,1.0,A0,,1740,1510.0,56,-1
13.75,4360.0,2.0,A0,3.0,4360,4770.0,17,-1
1.35,880.0,1.0,A0,3.0,880,,73,-1
6.3,3250.0,2.0,A0,3.0,2410,,5,-1
1.78,2020.0,1.0,A0,3.0,1310,,21,-1
3.75,1570.0,1.0,A0,,1570,,55,-1
13.75,2750.0,1.5,A0,3.0,1980,,101,23
8.75,2790.0,2.0,A0,,2790,3520.0,51,-1
3.85,1130.0,1.0,A0,3.0,830,1050.0,71,-1
1.85,1600.0,2.0,A0,3.0,1600,,10,-1
1.749,1140.0,1.0,A0,3.0,1140,,68,-1
2.8,1600.0,1.5,A0,5.0,1080,,85,-1
2.35,2660.0,1.0,A0,4.0,1740,,55,-1
2.93,2689.0,2.0,A0,3.0,2689,,9,-1
1.699,1360.0,1.0,A0,4.0,1360,1360.0,49,-1
2.95,820.0,1.0,A0,3.0,820,1640.0,66,3
2.95,800.0,1.0,A0,4.0,800,1480.0,107,-1
2.91,1840.0,1.0,A0,4.0,1340,,38,-1
8.65,2720.0,1.0,A0,,2720,,58,-1
11.36,3430.0,2.0,A0,3.0,3430,,31,-1
5.0,2060.0,1.0,A0,4.0,2060,,47,-1
3.22,2320.0,2.0,A0,,2320,,18,-1
1.24,1750.0,1.0,A0,3.0,1330,,22,-1
2.7495,2000.0,2.0,A0,3.0,2000,,10,-1
1.4,1180.0,2.0,A0,3.0,1180,,10,-1
76.25,12050.0,2.5,A0,4.0,8570,,105,28
0.925,760.0,1.0,A0,,760,1020.0,112,-1
2.6,2240.0,1.5,A0,2.0,1480,1920.0,35,-1
2.62,2235.0,1.0,A0,,990,1460.0,40,-1
4.35,1430.0,1.0,A0,4.0,990,,32,-1
2.69,1300.0,1.0,A0,3.0,1300,,10,-1
2.19,1670.0,1.5,A0,3.0,1140,,86,3
14.575,4270.0,2.0,A0,3.0,3400,,8,-1
16.75,5790.0,2.0,A0,3.0,4430,,1,-1
1.5495,1160.0,2.0,A0,3.0,1160,,43,-1
1.7,860.0,1.0,A0,3.0,860,,67,-1
5.75,2220.0,1.5,A0,,1660,950.0,84,-1
8.25,4210.0,2.0,A0,3.0,3280,,7,-1
9.23,3030.0,2.0,A0,3.0,2530,,68,15
6.75,2100.0,1.0,A0,5.0,1100,,100,-1
3.89,1690.0,2.0,A0,3.0,1690,,12,-1
14.25,4370.0,2.0,A0,3.0,3270,,25,-1
7.35,2020.0,1.0,A0,4.0,1210,2660.0,54,-1
6.76,2840.0,2.0,A0,3.0,2840,,13,-1
4.5,1820.0,1.0,A0,5.0,1820,,55,-1
8.0,1670.0,1.5,A0,5.0,1670,1820.0,109,-1
2.3,2130.0,1.0,A0,4.0,2130,,49,-1
3.93,1370.0,1.0,A0,3.0,1370,,76,-1
1.4,1322.0,2.0,A0,3.0,1322,,6,-1
2.7,1990.0,1.5,A0,4.0,1410,,28,-1
5.35,2320.0,2.0,A0,,2320,,35,-1
8.45,2480.0,1.0,A0,3.0,1240,,67,1
2.35,2370.0,2.0,A0,3.0,2370,,21,-1
3.94,1390.0,2.0,A0,3.0,1140,,10,-1
2.6,1570.0,1.0,A0,4.0,1570,1410.0,63,-1
4.56,2120.0,2.0,A0,3.0,2120,,27,-1
6.65,2800.0,1.0,A0,4.0,1730,,38,-1
6.725,2810.0,2.0,A0,4.0,2810,,22,-1
3.5,1610.0,1.0,A0,3.0,1610,,38,-1
3.2,1980.0,1.0,A0,,1430,,47,-1
4.25,1800.0,1.0,A0,3.0,1020,,51,-1
11.89,3490.0,2.0,A0,3.0,3490,,3,-1
3.4,2080.0,1.0,A0,3.0,2080,2220.0,27,-1
12.35,3750.0,2.0,A0,5.0,2440,,91,-1
2.2,670.0,1.0,A0,4.0,670,,73,-1
1.95,1690.0,2.0,A0,4.0,1690,,23,-1
4.749,1140.0,2.0,A0,3.0,940,,1,-1
2.24,2540.0,1.0,A0,4.0,1320,,46,-1
6.5,1880.0,1.0,,,1380,,48,-1
4.685,1270.0,1.0,A0,3.0,990,,45,-1
6.2495,3674.0,2.0,A0,3.0,3674,,28,-1
8.675,3750.0,1.0,A0,4.0,2030,3270.0,34,-1
3.115,1400.0,1.0,A0,,700,,114,-1
1.85,1850.0,1.0,A0,3.0,1250,,47,-1
5.025,2000.0,2.0,A0,3.0,2000,,20,-1
0.5,920.0,1.0,A0,4.0,920,1120.0,54,-1
3.245,1180.0,2.0,A0,3.0,1180,,9,-1
2.94,1320.0,1.0,A0,4.0,880,,73,-1
3.85,1140.0,1.0,A0,3.0,1140,,73,-1
3.08,2580.0,1.0,A0,4.0,1290,,57,-1
6.9,3190.0,2.0,A0,3.0,3190,,33,-1
7.0,1010.0,1.0,A0,,1010,1540.0,102,-1
3.1,2230.0,2.0,A0,3.0,2230,,11,-1
4.75,1800.0,1.0,A0,4.0,1400,,50,-1
4.4,2740.0,1.0,A0,5.0,1390,,38,-1
10.04,3740.0,2.0,A0,3.0,2860,,1,-1
2.1995,2610.0,1.5,A0,4.0,1690,,75,-1
6.63515,3360.0,2.0,A0,3.0,3360,,1,-1
2.5,1160.0,1.0,A0,4.0,1160,,47,-1
4.568,1930.0,2.0,A0,3.0,1930,,11,-1
4.7,1700.0,1.5,A0,5.0,1700,,84,-1
4.315,1890.0,1.0,A0,4.0,1500,,37,-1
2.07,2390.0,2.0,A0,3.0,2390,,26,-1
2.287,1981.0,2.0,A0,3.0,1981,1981.0,5,-1
5.15,2910.0,1.0,A0,3.0,1780,2920.0,40,-1
1.75,1770.0,1.0,A0,,1770,,56,-1
4.75,1720.0,1.0,A0,4.0,1220,1720.0,48,-1
1.25,1910.0,1.0,A0,4.0,1430,,35,-1
1.75,1190.0,1.0,A0,3.0,990,,61,-1
2.24,960.0,1.0,A0,3.0,960,,60,-1
5.565,2530.0,1.5,A0,,1910,,105,-1
3.63,1820.0,1.0,A0,3.0,1320,,54,-1
7.37,3370.0,2.0,A0,3.0,2750,3200.0,8,-1
4.3,1640.0,1.0,A0,3.0,1640,,40,-1
2.58,1050.0,1.0,A0,,1050,,64,-1
1.97,1200.0,1.0,A0,5.0,1200,,73,-1
2.03,2170.0,1.0,A0,3.0,1100,,53,-1
4.65,1270.0,1.5,A0,3.0,1270,,89,-1
2.47,960.0,1.0,A0,3.0,960,,54,-1
2.7,2670.0,2.0,A0,3.0,2670,,25,-1
2.5,1590.0,1.0,A0,3.0,1090,1540.0,61,-1
3.4,1490.0,1.0,A0,3.0,1090,,41,-1
3.74,1560.0,1.0,A0,3.0,1560,,56,-1
10.0,2820.0,1.5,A0,4.0,1800,,89,-1
1.474,1200.0,1.0,A0,,1200,,20,-1
6.58,2730.0,1.0,A0,3.0,1780,,53,-1
5.45,2910.0,2.0,A0,4.0,2910,2090.0,30,-1
2.07,1150.0,1.0,A0,3.0,950,,67,-1
4.49,2190.0,2.0,A0,,2190,2090.0,34,-1
2.749,2530.0,2.0,A0,3.0,2530,,11,-1
1.3,1050.0,1.0,A0,3.0,1050,,57,-1
0.64,1100.0,1.0,A0,3.0,1100,,37,-1
1.81883,1690.0,2.0,A0,3.0,1690,,12,-1
1.45,1430.0,2.0,A0,3.0,1430,,24,-1
8.425,3880.0,2.0,A0,3.0,2570,,31,-1
2.73,1830.0,1.0,A0,,930,1320.0,96,-1
3.24895,2701.0,2.0,A0,3.0,2701,,1,-1
4.76,3090.0,2.0,A0,3.0,3090,,5,-1
0.15,980.0,2.0,A0,4.0,980,,46,-1
4.15,2040.0,2.0,A0,3.0,2040,2390.0,20,-1
2.8,1440.0,1.5,A0,3.0,1440,,46,-1
3.85,2690.0,2.0,A0,4.0,2690,,29,-1
7.8,2190.0,2.0,A0,,1800,,97,-1
4.885,2190.0,2.0,A0,3.0,2190,,16,-1
7.776,3320.0,2.0,A0,5.0,2650,2700.0,38,-1
4.43,1140.0,2.0,A0,3.0,940,,14,-1
4.5838,2790.0,2.0,A0,3.0,2790,2790.0,1,-1
3.78,1430.0,1.0,A0,4.0,1430,1890.0,51,-1
6.45,3450.0,2.0,A0,3.0,3450,3350.0,13,-1
2.15,1700.0,1.0,A0,3.0,1700,1700.0,43,-1
12.55,1940.0,1.5,A0,3.0,1940,2550.0,115,-1
5.85,1770.0,1.0,A0,5.0,1770,,63,-1
3.0,1210.0,1.0,A0,4.0,1210,,105,-1
